Start,Finish,Conflict,Victorious party,Defeated party
557 AD,557 AD,Battle of Bukhara,"Sassanid Empire, Western Turkic Khaganate",Hephthalite Empire
562 AD,562 AD,Caracol,"Caracol, Calakmul",Tikal
567 AD,567 AD,Lombard–Gepid War (567),"Lombards, Pannonian Avars","Gepids, Byzantine Empire"
570 AD,570 AD,Siege of Sana'a (570),Sassanid Empire,Kingdom of Aksum
572 AD,591 AD,Byzantine–Sasanian War of 572–591,"Byzantine Empire, Ghassanids, Armenians","Sassanid Persian Empire, Lakhmids, Armenians"
575 AD,575 AD,Sassanid reconquest of Yemen,Sassanid Empire,Kingdom of Aksum
580 AD,584 AD,Hermenegild,Visigothic Kingdom,"Hermenegild, Chalcedonian Christianity"
582 AD,602 AD,Maurice's Balkan campaigns,Byzantine Empire,"Avar Khaganate, Antae"
588 AD,588 AD,First Perso-Turkic War,Sassanid Persians,"Hephthalite, Western Turkic Khaganate"
598 AD,614 AD,Goguryeo–Sui Wars,Goguryeo,Sui Dynasty
600 AD,793 AD,Frisian–Frankish wars,Frankish Empire,Frisian Kingdom
602 AD,628 AD,Byzantine–Sasanian War of 602–628,,
613 AD,628 AD,Transition from Sui to Tang,,
614 AD,628 AD,Jewish revolt against Heraclius,Byzantine Empire,"Sasanian Empire, Jew"
619 AD,619 AD,Second Perso-Turkic War,,
622 AD,630 AD,Muslim,Muslims,Quraysh tribe
627 AD,629 AD,Third Perso-Turkic War,,
627 AD,627 AD,Caracol,Caracol,Naranjo
628 AD,628 AD,Caracol,Caracol,Naranjo
629 AD,630 AD,Tang campaign against the Eastern Turks,Tang Dynasty,Eastern Turkic Khaganate
630 AD,630 AD,Battle of Hunayn,"Muslims, Quraysh tribe","Hawazin, Thaqif"
631 AD,631 AD,Battle of Wogastisburg,Samo's Empire,Francia
631 AD,631 AD,Caracol,Caracol,Naranjo
632 AD,633 AD,Ridda wars,,
633 AD,644 AD,Muslim conquest of Persia,Rashidun Caliphate,"Sassanid Empire, Arab Christians"
634 AD,638 AD,Muslim conquest of the Levant,Rashidun Caliphate,"Byzantine Empire, Ghassanids"
636 AD,636 AD,Caracol,Caracol,Naranjo
637 AD,709 AD,Muslim conquest of the Maghreb,"Rashidun Caliphate, Umayyad Caliphate","Byzantine Empire, Berbers"
634 AD,635 AD,Emperor Taizong's campaign against Tuyuhun,Tang Dynasty,Tuyuhun
638 AD,638 AD,Tibetan attack on Songzhou,Tang Dynasty,Tibetan Empire
639 AD,642 AD,Muslim conquest of Egypt,Rashidun Caliphate,Byzantine Empire
640 AD,657 AD,Tang campaigns against the Western Turks,Tang Dynasty,Western Turkic Khaganate
640 AD,648 AD,Tang campaign against the oasis states,Tang Dynasty,Tarim Basin
640 AD,640 AD,Tang campaign against Karakhoja,Tang Dynasty,Gaochang
644 AD,648 AD,Tang campaigns against Karasahr,Tang Dynasty,Karasahr
644 AD,668 AD,Goguryeo–Tang War,"Tang Dynasty, Silla","Goguryeo, Baekje, Mohe people"
648 AD,648 AD,Tang campaign against Kucha,Tang Dynasty,Kucha
645 AD,646 AD,Emperor Taizong's campaign against Xueyantuo,Tang Dynasty,Xueyantuo
650 AD,695 AD,Second Tikal-Calakmul War,Tikal,Calakmul
656 AD,661 AD,First Fitna,"Aisha, Muawiyah I, Kharijites",Rashidun Caliphate
657 AD,657 AD,Conquest of the Western Turks,Tang Dynasty,Western Turkic Khaganate
657 AD,672 AD,Tikal,Tikal,Dos Pilas
660 AD,663 AD,Baekje–Tang War,"Tang Dynasty, Silla","Baekje, Yamato period, Goguryeo"
670 AD,676 AD,Silla–Tang Wars,"Silla, Goguryeo, Baekje",Tang Dynasty
672 AD,672 AD,Jinshin War,,
677 AD,679 AD,Yuknoom Ch'een II,"Calakmul, Dos Pilas",
680 AD,1355 AD,Byzantine–Bulgarian Wars,,
680 AD,692 AD,Second Fitna,Umayyad Caliphate,"Abd Allah ibn al-Zubayr, Alids"
687 AD,711 AD,Toniná,Toniná,Palenque
695 AD,695 AD,Jasaw Chan K'awiil I,Tikal,Calakmul
702 AD,702 AD,Battle of Varnakert,Kingdom of Armenia (Middle Ages),Umayyad Caliphate
711 AD,718 AD,Umayyad conquest of Hispania,Umayyad Caliphate,Visigothic Kingdom
715 AD,718 AD,Charles Martel,Charles Martel,
717 AD,718 AD,Siege of Constantinople (717–18),"Byzantine Empire, Bulgar Khanate",Umayyad Caliphate
719 AD,759 AD,Islamic invasion of Gaul,"Merovingian dynasty, Franks",Umayyad Caliphate
720 AD,721 AD,Hayato Rebellion,,Hayato people
720 AD,744 AD,Third Tikal-Calakmul War,Tikal,Calakmul
735 AD,737 AD,Marwan ibn Muhammad's invasion of Georgia,"Byzantine Empire, Bulgar Khazars (page does not exist)",Umayyad Caliphate
736 AD,736 AD,Yik'in Chan K'awiil,Tikal,Calakmul
739 AD,743 AD,Berber Revolt,,Umayyad Caliphate
740 AD,740 AD,Zaydi Revolt,Umayyad Caliphate,Zayd ibn Ali
740 AD,740 AD,Fujiwara no Hirotsugu Rebellion,,Fujiwara no Hirotsugu (page does not exist)
743 AD,743 AD,Yik'in Chan K'awiil,Tikal,Waka'
744 AD,744 AD,Yik'in Chan K'awiil,Tikal,Naranjo
746 AD,750 AD,Abbasid Revolution,Abbasid Caliphate,Umayyad Caliphate
751 AD,751 AD,Battle of Talas,Abbasid Caliphate,"Tang Dynasty, Karluks"
755 AD,763 AD,An Lushan Rebellion,Tang Empire,Yan (Anshi)
762 AD,763 AD,Jinshin War,,
762 AD,763 AD,Alid Revolt (762–63),Abbasid Caliphate,Alids
764 AD,764 AD,Fujiwara no Nakamaro Rebellion,Empress Kōken,Fujiwara no Nakamaro
772 AD,804 AD,Saxon Wars,Frankish Empire,Saxons
775 AD,775 AD,Battle of Bagrevand,Abbasid Caliphate,
781 or 782 AD,781 or 782 AD,Elpidius (rebel),Byzantine Empire,"Elpidius (rebel), Sicily (theme)"
786 AD,786 AD,Battle of Fakhkh,Abbasid Caliphate,Alids
793 AD,796 AD,Qaysi–Yamani war (793–96),Abbasid Caliphate,Qais
793 AD,850 AD,Norse activity in the British Isles,Vikings,Anglo-Saxons
795 AD,902 AD,History of Ireland (800–1169),Vikings,List of Irish kingdoms
c. 795 AD,940 AD,Viking Age,Vikings,Frankish Kingdom
807 AD,814 AD,Byzantine–Bulgarian wars,Bulgarian Empire,Byzantine Empire
c. 830 AD,c. 830 AD,Paphlagonian expedition of the Rus',Rus' Khaganate,Paphlagonia
835 AD,835 AD,Sweet Dew Incident,,Emperor Wenzong of Tang
839 AD,after 844 AD,Viking Age,"Kingdom of Asturias, Emirate of Córdoba",Vikings
842 AD,1247 AD,Era of Fragmentation,Yumtän (page does not exist),Ösung (page does not exist)
844 AD,844 AD,Viking Age,Vikings,Emirate of Córdoba
860 AD,860 AD,Rus'–Byzantine War (860),Rus' Khaganate,Byzantine Empire
862 AD,973 AD,Hungarian invasions of Europe,Magyar tribes,"Kingdom of Italy (medieval), East Francia, Middle Francia, Great Moravia, Byzantine Empire, Catalan Counties, Al-Andalus, First Bulgarian Empire, Khazaria, West Francia, Principality of Pannonian Croatia, Principality of Littoral Croatia, Kingdom of Croatia (medieval), Principality of Serbia (medieval)"
865 AD,954 AD,Norse activity in the British Isles,Vikings,Anglo-Saxons
869 AD,883 AD,Zanj Rebellion,Abbasid Caliphate,Zanj
872 or 878 AD,872 or 878 AD,Battle of Bathys Ryax,Byzantine Empire,Paulicians
882 AD,884 AD,Frankish-Moravian War,Great Moravia,East Francia
894 AD,896 AD,Byzantine–Bulgarian war of 894–896,"First Bulgarian Empire, Pechenegs","Byzantine Empire, Magyars"
907 AD,907 AD,Rus'–Byzantine War (907),Kievan Rus',Byzantine Empire
913 AD,927 AD,Byzantine–Bulgarian war of 913–927,First Bulgarian Empire,"Byzantine Empire, Principality of Serbia (medieval)"
913 AD,913 AD,Caspian expeditions of the Rus',"Tabaristan, Khazars, Caucasian Albania, Shirvan, Volga Bulgaria, Burtas",Rus' Khaganate
914 AD,980 AD,History of Ireland (800–1169),List of Irish kingdoms,"Vikings, Kingdom of Dublin"
924 AD,924 AD,Battle of Sevan,Kingdom of Armenia (Middle Ages),Sajids
940 AD,940 AD,Tengyō no Ran,,Taira no Masakado
941 AD,941 AD,Rus'–Byzantine War (941),Byzantine Empire,Kievan Rus'
943 AD,943 AD,Caspian expeditions of the Rus',Caucasian Albania,Rus' Khaganate
955 AD,955 AD,Battle of Lechfeld,"Kingdom of Germany, Bohemia",Magyars
965 AD,968 or 969 AD,Caspian expeditions of the Rus',Rus' Khaganate,Khazars
966 AD,966 AD,Viking Age,Emirate of Córdoba,Vikings
967 or 968 AD,971 AD,Sviatoslav's invasion of Bulgaria,Byzantine Empire,"Kievan Rus', Pechenegs, Magyars, First Bulgarian Empire"
968 AD,1018 AD,Byzantine conquest of Bulgaria,"Byzantine Empire, Kievan Rus', Kingdom of Hungary in the Middle Ages, Duklja, Kingdom of Croatia (Medieval)","Bulgarian Empire, Kievan Rus', Pechenegs"
977 AD,978 AD,War of the Three Henries (977–978),Holy Roman Empire,"Henry II, Duke of Bavaria"
980 AD,1012 AD,Norse activity in the British Isles,Vikings,Anglo-Saxons
993 AD,993 AD,First conflict in the Goryeo–Khitan War,Liao Dynasty,Goryeo
996 AD,996 AD,Peasants' revolt of 996 in Normandy,Duchy of Normandy,
996 AD,996 AD,Koppány,Kingdom of Hungary,Somogy County (former)
999 AD,999 AD,Battle of Svolder,"History of Denmark, History of Sweden (800–1521), Earls of Lade",History of Norway
999 AD,1000 AD,Battle of Glenmama,"Kingdom of Meath, Kingdom of Munster","Kingdom of Leinster, Kingdom of Dublin"
1008,1008,Ajtony,Kingdom of Hungary,
1010,1011,Second conflict in the Goryeo–Khitan War,Liao Dynasty,Goryeo
1014,1014,Battle of Clontarf,Munster,"Leinster, Kingdom of Dublin"
1015,1016,Cnut the Great,"History of Denmark, Kingdom of Poland (1025–1385)",Kingdom of England
1018,1018,"Boleslaw I's intervention in the Kievan succession crisis, 1018","Kingdom of Poland (966-1183) (page does not exist), Kingdom of Hungary",Yaroslav I the Wise
1018,1019,Third conflict in the Goryeo–Khitan War,Goryeo,Liao Dynasty
1019,1019,Toi Invasion,"Goryeo, Japan, Kyushu",
1019,1024,Chola expedition to North India,Chola Empire,"Eastern Chalukyas, Pala Empire, Orissa, India, Kalinga (historical kingdom)"
1025,1025,Chola invasion of Srivijaya,Chola Empire,Srivijaya
1030,1030,Battle of Stiklestad,,Kingdom of Norway
1035,1042,Stefan Vojislav,Duklja,Byzantine Empire
1040,1041,Uprising of Peter Delyan,Byzantine Empire,
1043,1043,Rus'–Byzantine War (1043),Byzantine Empire,Kievan Rus'
1046,1046,Vata pagan uprising,,Peter Orseolo
1051,1063,Former Nine Years War,Heian period,Abe clan
1065,1067,War of the Three Sanchos,Kingdom of Castile,"Kingdom of Navarre, Kingdom of Aragon"
1066,1066,Battle of Stamford Bridge,Kingdom of England,Norway
1066,1088,Norman conquest of England,Normandy,Kingdom of England
1066,1165,Norman invasion of Wales,Normandy,
1068,1069,Kiev uprising of 1068,Kievan Rus',Veche
1072,1073,Uprising of Georgi Voiteh,Byzantine Empire,
1073,1075,Saxon Rebellion,Holy Roman Empire,Duchy of Saxony
1074,1203,Georgian–Seljuk wars,"Kingdom of Georgia, Kingdom of Georgia","Great Seljuq Empire, Atabegs of Azerbaijan, Sultanate of Rum"
1075,1075,Revolt of the Earls,Normandy,
1075,1082,Varendra Rebellion,Varendra,Pala Empire
1077,1088,Great Saxon Revolt,Holy Roman Empire,
1083(disputed),1089(disputed),Gosannen War,Kiyohara,Mutsu Province
1088,1088,Rebellion of 1088,,
1096,1099,First Crusade,"Holy Roman Empire, Kingdom of France, Kingdom of England, Duchy of Apulia, Byzantine Empire, Armenian Kingdom of Cilicia","Great Seljuq Empire, Danishmends, Fatimid Caliphate, Almoravid Dynasty, Abbasid Caliphate"
1097,1097,Chola invasion of Kalinga (1097),Chola Empire,Kalinga (historical kingdom)
Summer of 1101,Summer of 1101,Crusade of 1101,"Great Seljuq Empire, Danishmends, Fatimid Caliphate","Holy Roman Empire, Kingdom of France, Kingdom of England, Duchy of Apulia, Byzantine Empire, Armenian Kingdom of Cilicia"
1101,1101,Battle of Ramla (1101),Kingdom of Jerusalem,"Fatimids, Egypt"
1102,1102,Battle of Ramla (1102),"Fatimids, Egypt",Kingdom of Jerusalem
1110,1110,Chola invasion of Kalinga (1110),Chola Empire,Kalinga (historical kingdom)
1113,1115,1113–15 Balearic Islands expedition,"Republic of Pisa, Catalan counties, County of Provence, Giudicato of Torres, Papal States","Taifa of Majorca, Almoravids"
1122,1124,Venetian Crusade,"Republic of Venice, Kingdom of Jerusalem, County of Tripoli","Fatimid Caliphate, Seljuq dynasty"
1127,1129,Byzantine-Hungarian War (1127–29),Byzantine Empire,"Kingdom of Hungary (1000–1301), Grand Principality of Serbia"
1125,1208,Jurchen campaigns against the Song Dynasty,Jin dynasty (1115–1234),Song Dynasty
1130,1240,Civil war era in Norway,,Aristocrates (page does not exist)
1135,1154,The Anarchy,"Stephen, King of England","Empress Matilda, Henry II of England"
1144,1162,Baussenque Wars,House of Barcelona,House of Baux
1145,1149,Second Crusade,"Sultanate of Rûm, Almoravid Dynasty, Zengid Dynasty, Abbasid Caliphate, Fatimid Caliphate","Kingdom of Jerusalem, Kingdom of France, Holy Roman Empire, Kingdom of Portugal, Kingdom of Castile, County of Barcelona, Kingdom of León, Byzantine Empire, Kingdom of Sicily, Kingdom of England"
1147,1242,Northern Crusades,"Denmark, Sweden, Livonian Brothers of the Sword, Teutonic Knights","Estonians, Oeselians, Semigallians, Curonians, Latgallians, Selonians, Livonians, Old Prussians, Polabian Slavs"
1156,1156,Hōgen Rebellion,Emperor Go-Shirakawa,Emperor Sutoku
1160,1160,Heiji Rebellion,Taira clan,Minamoto clan
1169,1175,Norman invasion of Ireland,Normandy,"Ulster, Kingdom of Mide, Leinster, Munster, Connacht"
1173,1174,Revolt of 1173–74,Kingdom of England,"Kingdom of France, Kingdom of Scotland, County of Flanders, County of Boulogne, Duchy of Brittany"
1177,1177,Battle of Montgisard,Kingdom of Jerusalem,Ayyubid Dynasty
1179,1179,Battle of Jacob's Ford,Ayyubid Dynasty,Kingdom of Jerusalem
1180,1185,Genpei War,Minamoto clan,Taira clan
1185,1204,Uprising of Asen and Peter,Bulgarian Empire,Byzantine Empire
1189,1192,Third Crusade,"Kingdom of Jerusalem, Kingdom of England, Kingdom of France, Holy Roman Empire, Kingdom of Sicily","Ayyubid Dynasty, Zengid Dynasty, Byzantine Empire"
1191,1191,Richard I of England,Kingdom of England,Isaac Komnenos of Cyprus
1198,1290,Livonian Crusade,"Sword-Brothers, Livonian Order, Kingdom of Denmark, Sweden","Finno-Ugric people, Livonians, Estonians, Oeselians, Baltic people, Latgallians, Selonians, Curonians, Semigallians"
1201,1219,War of the Antiochene Succession,"Bohemond IV of Antioch, Knights Templar, Ayyubid, Emirate of Aleppo, Kingdom of Jerusalem, Sultanate of Rum","Raymond-Roupen, Kingdom of Cilicia, Knights Hospitaller"
1202,1204,Fourth Crusade,"Holy Roman Empire, Republic of Venice, Monferrat",Byzantine Empire
1202,1204,Anglo-Norman War (1202–04),"France in the Middle Ages, Duchy of Brittany, House of Lusignan",Kingdom of England
1202,1214,Anglo-French War of 1202–1214,Kingdom of France,England
1203,1206,Loon War,"County of Holland, Kingdom of England, House of Welf","County of Loon, Kingdom of France, Hohenstaufen, County of Flanders, Duchy of Limburg, Duchy of Brabant, Episcopal principality of Utrecht, Prince-bishopric of Liège"
1204,1261,Bulgarian–Latin wars,Second Bulgarian Empire,Latin Empire
1206,1337,Mongol invasions and conquests,Mongol Empire,"Western Xia, Jin dynasty (1115–1234), Manchuria, Dali Kingdom, Khwarizmian Empire, Kara-Khitan Khanate, Song Dynasty, Kievan Rus', Volga Bulgaria, Byzantine Empire, Kingdom of Poland (1025–1385), Kingdom of Hungary, Kingdom of Croatia (medieval), Kingdom of Serbia (medieval), Second Bulgarian Empire, Sultanate of Rûm, Empire of Trebizond, Crusader states, Đại Việt, Sukhothai Kingdom, Mamluk Sultanate (Cairo), Abbasid Caliphate, Goryeo, Japan, Pagan Kingdom, Chăm Pa, Singhasari"
1209,1229,Albigensian Crusade,Kingdom of France,"Counts of Toulouse, Kingdom of Aragon"
1211,1211,Welsh uprising of 1211,Kingdom of England,Llywelyn the Great
1213,1221,Fifth Crusade,Ayyubid Dynasty,"Latin Empire of Constantinople, Kingdom of Cyprus, Sultanate of Rûm, Holy Roman Empire, Austria, Archduchy of Austria, Knights Templar, Teutonic Knights, Knights Hospitaller, Kingdom of Hungary in the Middle Ages, County of Holland, Kingdom of France, Papal States"
1214,1214,Battle of Bouvines,Kingdom of France,"Welfs, Flanders, England, Count of Boulogne"
1215,1217,First Barons' War,Kingdom of England,Kingdom of France
1216,1218,Mongol conquest of the Qara Khitai,Mongol Empire,Qara Khitai
1216,1222,War of the Succession of Champagne,"County of Champagne, Kingdom of France, Holy Roman Empire, Duchy of Burgundy, Counts and Dukes of Bar, Papal States",Lorraine (duchy)
1228,1229,Sixth Crusade,"Holy Roman Empire, Teutonic Knights","Kingdom of Cyprus, House of Ibelin, Ayyubid Dynasty"
1230,1233,Friso-Drentic War,"Bishopric of Utrecht, Frisians, Groningen","Drenthe, Groningen (province)"
1230,1333,Dernbacher Feud,Landgraviate of Hesse,House of Nassau
1235,1242,Bosnian Crusade,Kingdom of Hungary,Banate of Bosnia
1242,1242,Saintonge War,Kingdom of France,Kingdom of England
1240,1242,Livonian campaign against Rus',"Novgorod Republic, Vladimir-Suzdal",Livonian order
1242,1249,Prussian uprisings,,
1244,1254,War of the Flemish Succession,,
1247,1264,War of the Thuringian Succession,Sophie of Thuringia,"Henry III, Margrave of Meissen"
1248,1250,Genoese occupation of Rhodes,Empire of Nicaea,"Republic of Genoa, Principality of Achaea"
1248,1254,Seventh Crusade,"Ayyubid Dynasty, Bahris","Kingdom of France, Knights Templar"
1256,1258,War of the Euboeote Succession,"Principality of Achaea, Republic of Genoa","Republic of Venice, Duchy of Athens, Triarchs of Negroponte, Lordship of Salona, Marquisate of Bodonitsa"
1256,1270,War of Saint Sabas,"Republic of Venice, Count of Jaffa, Knights Templar","Republic of Genoa, Philip of Montfort, Lord of Tyre, John of Arsuf, Knights Hospitaller"
1257,1259,Rebellion of Arbanon,Empire of Nicaea,Principality of Arbanon
1260,1264,Toluid Civil War,Kublai Khan,Ariq Böke
1260,1274,Great Prussian Uprising,,
1260,1323,Mongol invasions of the Levant,"Ilkhanate, Armenian Kingdom of Cilicia, Kingdom of Georgia, Principality of Antioch, County of Tripoli, Golden Horde, Kingdom of England, Knights Templar","Mamluk Sultanate (Cairo), Ayyubid dynasty, Golden Horde, Karamanid, Abbasid Caliphate"
1262,1262,Berke–Hulagu war,Golden Horde,Ilkhanate
1262,1266,Scottish–Norwegian War,Kingdom of Scotland,Norway
1264,1267,Second Barons' War,Kingdom of England,Kingdom of England
1266,1266,Battle of Benevento,Guelphs,"Holy Roman Empire, Ghibellines"
1268,1301,Kaidu–Kublai war,"Chagatai Khanate, Golden Horde","Yuan dynasty, Ilkhanate"
1270,1273,Sambyeolcho Rebellion,"Goryeo, Yuan dynasty",Sambyeolcho
1271,1272,Ninth Crusade,Bahris,"Anjou, Kingdom of Cyprus, Principality of Antioch, Kingdom of England, Ilkhanate"
1275,1275,Manx revolt of 1275,Kingdom of Scotland,
1277,1280,Uprising of Ivaylo,"Second Bulgarian Empire, Byzantine Empire, Byzantine Empire, Golden Horde",Ivaylo of Bulgaria
1277,1283,Conquest of Wales by Edward I,Kingdom of England,Principality of Wales
1277,1288,First Mongol invasion of Burma,Yuan dynasty,Pagan Kingdom
1282,1302,War of the Sicilian Vespers,"Kingdom of Aragon, Kingdom of Trinacria","Kingdom of Naples, Kingdom of France, Kingdom of Majorca"
1283,1289,War of the Limburg Succession,"Duchy of Brabant, Berg (state), County of Mark, County of Loon, County of Jülich, County of Tecklenburg, Waldeck (state)","Electorate of Cologne, Electorate of Cologne, County of Guelders, County of Luxembourg, List of Counts of Ligny, Nassau (state)"
1294,1294,Battle of Red Ford,Clan MacDougall,Clan Campbell
1294,1303,Anglo-French War of 1294–1303,Kingdom of France,Kingdom of England
1296,1302,Byzantine–Venetian War (1296–1302),Republic of Venice,Byzantine Empire
1296,1328,First War of Scottish Independence,Kingdom of Scotland,Kingdom of England
1297,1305,Franco-Flemish War,Kingdom of France,County of Flanders
1300,1301,Second Mongol invasion of Burma,Myinsaing Kingdom,Yuan dynasty
1308,1308,Teutonic takeover of Danzig (Gdańsk),Teutonic Knights,"Holy Roman Empire, Margraviate of Brandenburg"
1311,1312,Rebellion of mayor Albert,Władysław I the Elbow-high,Kraków
1311,1318,Hoysala Empire,Delhi Sultanate,Seuna (Yadava) dynasty
1314,1318,Esen Buqa–Ayurbarwada war,"Yuan dynasty, Ilkhanate",Chagatai Khanate
1315,1315,Battle of Morgarten,"Canton of Uri, Schwyz, Unterwalden",Austria
1315,1318,Bruce campaign in Ireland,"Lordship of Ireland, Kingdom of England",Kingdom of Scotland
1321,1322,Swedish–Novgorodian Wars,Sweden,Republic of Novgorod
1321,1322,Despenser War,,
1323,1328,Peasant revolt in Flanders 1323–28,"Flanders, Kingdom of France",
1324,1326,War of Metz,Metz,"Electorate of Trier, Duchy of Lorraine, Duchy of Bar"
1326,1328,Wars of the Rügen Succession,,
1326,1329,War of Hum (1326–29),Bosnian Kingdom,"Serbian Empire, Kingdom of Serbia (medieval)"
1326,1332,Polish–Teutonic War (1326–32),Teutonic Knights,Kingdom of Poland (1025–1385)
1327,1327,Tver Uprising of 1327,"Golden Horde, Muscovy, Vladimir-Suzdal",Tver
1328,1332,War of the Two Capitals,,
1331,1331,Serbian civil war of 1331,Stefan Dušan,Stefan Uroš III
1331,1333,Genkō War,,
1331,1337,Eltz Feud,Electorate of Trier,"Ehrenburg (Brodenbach), Eltz Castle, Schloss Schöneck, Boos von Waldeck"
1332,1357,Second War of Scottish Independence,"Kingdom of Scotland, Kingdom of France",Kingdom of England
1337,1453,Hundred Years' War,"Kingdom of France, Crown of Castile, Kingdom of Scotland, Republic of Genoa, Kingdom of Majorca, Kingdom of Bohemia, Crown of Aragon, Duchy of Brittany","Kingdom of England, Duchy of Burgundy, Aquitaine, Kingdom of Portugal, Kingdom of Navarre, Flanders, County of Hainaut, Luxembourg, Holy Roman Empire"
1340,1392,Galicia–Volhynia Wars,"Kingdom of Poland (1025–1385), Kingdom of Hungary, Duchy of Masovia","Grand Duchy of Lithuania, Golden Horde"
1340,1396,Bulgarian–Ottoman Wars,Ottoman Empire,Second Bulgarian Empire
1341,1364,War of the Breton Succession,Kingdom of England,Kingdom of France
1341,1347,Byzantine civil war of 1341–47,"Byzantine Empire, John VI Kantakouzenos","Byzantine Empire, John V Palaiologos"
1342,1342,Battle of Zava,Kartids,Sarbadars
1342,1346,Thuringian Counts' War,House of Wettin,House of Schwarzburg
1342,1354,Wars of the Rügen Succession,,House of Mecklenburg
1343,1346,St. George's Night Uprising,"Teutonic Order, Denmark, Denmark","Vironians, Oeselians"
1348,1349,Byzantine–Genoese War (1348–49),Byzantine Empire,Republic of Genoa
1350,1490,Hook and Cod wars,,
1351,1368,Red Turban Rebellion,"Ming dynasty, Kingdom of Dazhou",Yuan dynasty
